,RefSeq mRNA ID,Transcript stable ID
155335,NM_016263,ENST00000441788
155336,,ENST00000549857
155337,NM_001300794,ENST00000529309
155338,NM_001300793,ENST00000529309
155339,,ENST00000652521
155340,,ENST00000588327
155341,NM_001142799,ENST00000552402
155342,,ENST00000591290
155343,NM_174893,ENST00000439424
155344,,ENST00000552775
155345,NM_001163315,ENST00000542267
155346,,ENST00000550038
155347,,ENST00000547747
155348,,ENST00000496714
155349,,ENST00000547709
155350,,ENST00000385194
155351,,ENST00000494448
155352,,ENST00000385056
155353,,ENST00000481160
155354,,ENST00000533165
155355,,ENST00000518486
155356,NM_001136197,ENST00000313639
155357,,ENST00000483199
155358,,ENST00000524518
155359,,ENST00000526116
155360,,ENST00000462626
155361,NM_001136198,ENST00000395095
155362,,ENST00000438258
155363,NM_014003,ENST00000268482
155364,,ENST00000502271
155365,,ENST00000466886
155366,,ENST00000592214
155367,,ENST00000566489
155368,,ENST00000466671
155369,,ENST00000586212
155370,NM_133463,ENST00000312371
155371,,ENST00000419857
155372,,ENST00000588084
155373,NM_152660,ENST00000373954
155374,,ENST00000564307
155375,NM_001039693,ENST00000354611
155376,,ENST00000516599
155377,,ENST00000525801
155378,,ENST00000589360
155379,,ENST00000592368
155380,,ENST00000623369
155381,,ENST00000534093
155382,NM_001384742,ENST00000407112
155383,NM_001384741,ENST00000407112
155384,NM_001284355,ENST00000407112
155385,,ENST00000563650
155386,,ENST00000529273
155387,NM_001143915,ENST00000419687
155388,,ENST00000566329
155389,NM_000327,ENST00000278833
155390,NM_019087,ENST00000504924
155391,,ENST00000525947
155392,,ENST00000569935
155393,,ENST00000562774
155394,,ENST00000485540
155395,,ENST00000480560
155396,,ENST00000563819
155397,,ENST00000510591
155398,,ENST00000507646
155399,,ENST00000564622
155400,,ENST00000489665
155401,,ENST00000505630
155402,,ENST00000567552
155403,,ENST00000433945
155404,,ENST00000505383
155405,NM_001321766,ENST00000683327
155406,NM_001384740,ENST00000683327
155407,NM_001384743,ENST00000683327
155408,NM_001384739,ENST00000683327
155409,,ENST00000567142
155410,,ENST00000569952
155411,,ENST00000530324
155412,NM_181844,ENST00000293805
155413,,ENST00000572216
155414,,ENST00000576705
155415,,ENST00000573503
155416,NM_153363,ENST00000421025
155417,,ENST00000537931
155418,NM_001143913,ENST00000234549
155419,,ENST00000571729
155420,,ENST00000255746
155421,NM_001143914,ENST00000373949
155422,,ENST00000493036
155423,NM_001143912,ENST00000010299
155424,,ENST00000465343
155425,,ENST00000446647
155426,,ENST00000492322
155427,,ENST00000606716
155428,,ENST00000476558
155429,,ENST00000438373
155430,,ENST00000358062
155431,,ENST00000483328
155432,,ENST00000355095
155433,,ENST00000452512
155434,,ENST00000441832
155435,NM_001170905,ENST00000423484
155436,NM_001294255,ENST00000423484
155437,NM_201566,ENST00000308027
155438,,ENST00000575844
155439,,ENST00000493181
155440,,ENST00000488621
155441,,ENST00000408518
155442,,ENST00000364290
155443,,ENST00000571520
155444,,ENST00000441518
155445,,ENST00000432984
155446,,ENST00000613515
155447,,ENST00000416526
155448,,ENST00000455196
155449,NM_004011,ENST00000619831
155450,NM_004012,ENST00000619831
155451,,ENST00000436625
155452,,ENST00000470356
155453,,ENST00000456056
155454,NM_000420,ENST00000615381
155455,,ENST00000618785
155456,,ENST00000608166
155457,NM_197962,ENST00000367439
155458,,ENST00000633816
155459,,ENST00000633860
155460,,ENST00000633614
155461,,ENST00000633778
155462,,ENST00000634110
155463,NM_016066,ENST00000367440
155464,NM_001243399,ENST00000367440
155465,,ENST00000633704
155466,,ENST00000358994
155467,NM_006339,ENST00000333651
155468,,ENST00000472197
155469,,ENST00000632261
155470,,ENST00000455292
155471,NM_178558,ENST00000309683
155472,,ENST00000417382
155473,,ENST00000631527
155474,NM_014553,ENST00000263707
155475,NM_205838,ENST00000433676
155476,,ENST00000453933
155477,,ENST00000476563
155478,,ENST00000631446
155479,,ENST00000470847
155480,,ENST00000464621
155481,,ENST00000632523
155482,NM_012200,ENST00000265471
155483,NM_001288721,ENST00000265471
155484,,ENST00000425635
155485,NM_001130022,ENST00000447137
155486,NM_001271832,ENST00000357197
155487,,ENST00000442127
155488,NM_001288722,ENST00000531383
155489,,ENST00000414112
155490,,ENST00000435022
155491,,ENST00000421358
155492,,ENST00000473601
155493,,ENST00000632640
155494,,ENST00000549190
155495,,ENST00000454982
155496,,ENST00000532585
155497,NM_001288723,ENST00000534026
155498,NM_001026383,ENST00000277657
155499,,ENST00000348141
155500,,ENST00000533303
155501,NM_145023,ENST00000362006
155502,,ENST00000632282
155503,,ENST00000414815
155504,,ENST00000616893
155505,,ENST00000534715
155506,,ENST00000603878
155507,,ENST00000427305
155508,,ENST00000620425
155509,,ENST00000445492
155510,,ENST00000347048
155511,,ENST00000422823
155512,,ENST00000424651
155513,NM_178001,ENST00000337738
155514,,ENST00000610252
155515,,ENST00000653791
155516,,ENST00000631723
155517,,ENST00000414271
155518,,ENST00000488973
155519,,ENST00000519397
155520,,ENST00000612987
155521,,ENST00000262949
155522,NM_178003,ENST00000355007
155523,,ENST00000487455
155524,NM_021131,ENST00000393370
155525,NM_178000,ENST00000393370
155526,,ENST00000441078
155527,,ENST00000585741
155528,,ENST00000632824
155529,,ENST00000486028
155530,,ENST00000631583
155531,,ENST00000414331
155532,,ENST00000483417
155533,NM_205839,ENST00000443741
155534,,ENST00000340373
155535,NM_201515,ENST00000395580
155536,NM_001364822,ENST00000395580
155537,NM_001364834,ENST00000395580
155538,,ENST00000487894
155539,NM_001317781,ENST00000504273
155540,,ENST00000478511
155541,,ENST00000464304
155542,NM_001193397,ENST00000452489
155543,,ENST00000493191
155544,NM_001423234,ENST00000652585
155545,NM_001378032,ENST00000652585
155546,NM_001378034,ENST00000652585
155547,NM_001378035,ENST00000652585
155548,NM_001378036,ENST00000652585
155549,NM_001378037,ENST00000652585
155550,,ENST00000585900
155551,,ENST00000453358
155552,,ENST00000479668
155553,,ENST00000417504
155554,,ENST00000461099
155555,NM_001321115,ENST00000639629
155556,NM_001395015,ENST00000639629
155557,,ENST00000447141
155558,,ENST00000264694
155559,,ENST00000440346
155560,,ENST00000506896
155561,,ENST00000455240
155562,,ENST00000411917
155563,NM_138800,ENST00000272395
155564,,ENST00000604755
155565,,ENST00000418934
155566,NM_001362746,ENST00000397281
155567,NM_001388047,ENST00000397281
155568,NM_001388046,ENST00000397281
155569,NM_001388048,ENST00000397281
155570,NM_001388054,ENST00000397281
155571,NM_001388052,ENST00000397281
155572,NM_001388055,ENST00000397281
155573,NM_001388059,ENST00000397281
155574,NM_013400,ENST00000397281
155575,NM_001388053,ENST00000397281
155576,NM_001388051,ENST00000397281
155577,NM_001388057,ENST00000397281
155578,NM_001388062,ENST00000397281
155579,NM_001388060,ENST00000397281
155580,NM_001388061,ENST00000397281
155581,NM_001388063,ENST00000397281
155582,NM_001388058,ENST00000444957
155583,NM_001388056,ENST00000444957
155584,NM_001099696,ENST00000444957
155585,NM_001362747,ENST00000444957
155586,,ENST00000545067
155587,,ENST00000466559
155588,NM_001345964,ENST00000251636
155589,NM_019030,ENST00000251636
155590,NM_001345965,ENST00000251636
155591,,ENST00000618111
155592,,ENST00000423100
155593,,ENST00000414821
155594,,ENST00000399556
155595,,ENST00000475514
155596,,ENST00000415419
155597,,ENST00000473391
155598,,ENST00000436883
155599,,ENST00000482680
155600,,ENST00000537047
155601,,ENST00000471920
155602,NM_001388037,ENST00000488943
155603,,ENST00000414510
155604,NM_001388038,ENST00000489432
155605,NM_001388041,ENST00000489432
155606,NM_001362745,ENST00000489432
155607,NM_001388043,ENST00000489432
155608,NM_001388039,ENST00000489432
155609,NM_001388044,ENST00000489432
155610,NM_001099695,ENST00000489432
155611,NM_001388042,ENST00000489432
155612,NM_001388040,ENST00000489432
155613,NM_001388045,ENST00000489432
155614,,ENST00000495535
155615,,ENST00000432124
155616,,ENST00000539197
155617,NM_205837,ENST00000430680
155618,,ENST00000638889
155619,,ENST00000435305
155620,,ENST00000453818
155621,,ENST00000639453
155622,,ENST00000467980
155623,,ENST00000639041
155624,,ENST00000419582
155625,,ENST00000444783
155626,NM_133261,ENST00000644452
155627,,ENST00000640058
155628,NM_000109,ENST00000357033
155629,NM_004006,ENST00000357033
155630,,ENST00000469309
155631,,ENST00000504778
155632,NM_001330070,ENST00000416562
155633,,ENST00000518514
155634,,ENST00000443931
155635,,ENST00000432651
155636,NM_001411144,ENST00000644946
155637,,ENST00000522266
155638,,ENST00000513447
155639,,ENST00000648407
155640,,ENST00000508346
155641,,ENST00000427164
155642,NM_182906,ENST00000254868
155643,,ENST00000518462
155644,,ENST00000411490
155645,,ENST00000576549
155646,,ENST00000436185
155647,,ENST00000420797
155648,NM_004014,ENST00000343523
155649,,ENST00000435132
155650,,ENST00000441641
155651,,ENST00000486714
155652,NM_205840,ENST00000430997
155653,,ENST00000576617
155654,,ENST00000448381
155655,NM_001388049,ENST00000425389
155656,NM_001388050,ENST00000425389
155657,NM_001388064,ENST00000425389
155658,NM_001388065,ENST00000425389
155659,,ENST00000434095
155660,NM_001166538,ENST00000457549
155661,,ENST00000427186
155662,,ENST00000512853
155663,NM_007161,ENST00000438335
155664,,ENST00000532402
155665,,ENST00000462154
155666,NM_006344,ENST00000571664
155667,,ENST00000418796
155668,,ENST00000504959
155669,NM_001005216,ENST00000428081
155670,,ENST00000571624
155671,,ENST00000478789
155672,,ENST00000437287
155673,,ENST00000513433
155674,,ENST00000514884
155675,NM_173680,ENST00000329630
155676,,ENST00000504462
155677,,ENST00000490973
155678,,ENST00000503108
155679,,ENST00000623820
155680,,ENST00000483664
155681,,ENST00000486297
155682,,ENST00000337898
155683,,ENST00000649838
155684,NM_001136203,ENST00000445755
155685,,ENST00000649919
155686,,ENST00000602080
155687,NM_138442,ENST00000597436
155688,,ENST00000596123
155689,,ENST00000613154
155690,,ENST00000610488
155691,NM_001364823,ENST00000619544
155692,NM_001364831,ENST00000619544
155693,NM_000607,ENST00000259396
155694,,ENST00000681976
155695,NM_175571,ENST00000307271
155696,NM_001135580,ENST00000329493
155697,,ENST00000477456
155698,,ENST00000605657
155699,,ENST00000603598
155700,,ENST00000549774
155701,,ENST00000551723
155702,NM_207352,ENST00000378802
155703,,ENST00000697120
155704,,ENST00000552429
155705,NM_016488,ENST00000395568
155706,NM_001364827,ENST00000395568
155707,NM_022728,ENST00000297142
155708,,ENST00000433356
155709,NM_201439,ENST00000358314
155710,NM_001364824,ENST00000358314
155711,NM_001364833,ENST00000358314
155712,,ENST00000631812
155713,NM_001364826,ENST00000256678
155714,NM_001143788,ENST00000449194
155715,NM_001143789,ENST00000449194
155716,NM_001364828,ENST00000449194
155717,NM_001364830,ENST00000449194
155718,NM_201440,ENST00000552761
155719,NM_001364832,ENST00000552761
155720,NM_201438,ENST00000552761
155721,NM_005914,ENST00000262105
155722,NM_001079823,ENST00000617695
155723,NM_001145123,ENST00000409146
155724,,ENST00000507209
155725,NM_001289161,ENST00000442104
155726,,ENST00000652738
155727,,ENST00000697121
155728,NM_006658,ENST00000342032
155729,,ENST00000551406
155730,NM_182746,ENST00000649973
155731,NM_000608,ENST00000431067
155732,,ENST00000317560
155733,NM_001271803,ENST00000378339
155734,,ENST00000375025
155735,,ENST00000513354
155736,,ENST00000652026
155737,,ENST00000502665
155738,,ENST00000498609
155739,,ENST00000520994
155740,NM_000426,ENST00000421865
155741,NM_016606,ENST00000254901
155742,NM_001040448,ENST00000334879
155743,,ENST00000605323
155744,,ENST00000302316
155745,,ENST00000364295
155746,,ENST00000384614
155747,,ENST00000515764
155748,,ENST00000384334
155749,,ENST00000648519
155750,,ENST00000363576
155751,,ENST00000506158
155752,,ENST00000621060
155753,,ENST00000603727
155754,,ENST00000552202
155755,,ENST00000618192
155756,,ENST00000524086
155757,,ENST00000639290
155758,NM_001143787,ENST00000432191
155759,NM_001364829,ENST00000432191
155760,NM_001364825,ENST00000432191
155761,,ENST00000381493
155762,NM_005931,ENST00000451603
155763,NM_001145432,ENST00000506197
155764,,ENST00000654124
155765,,ENST00000464751
155766,,ENST00000650216
155767,,ENST00000550535
155768,NM_001394130,ENST00000514384
155769,,ENST00000567497
155770,,ENST00000375028
155771,,ENST00000570271
155772,,ENST00000546750
155773,,ENST00000697122
155774,,ENST00000503379
155775,,ENST00000647646
155776,,ENST00000522137
155777,,ENST00000472772
155778,,ENST00000686599
155779,,ENST00000547847
155780,,ENST00000686577
155781,,ENST00000507511
155782,,ENST00000489029
155783,,ENST00000519170
155784,,ENST00000476730
155785,,ENST00000466230
155786,NM_001289160,ENST00000619506
155787,,ENST00000551658
155788,,ENST00000689044
155789,,ENST00000510467
155790,,ENST00000465954
155791,,ENST00000519138
155792,,ENST00000690881
155793,,ENST00000430753
155794,,ENST00000647877
155795,,ENST00000685128
155796,,ENST00000512126
155797,,ENST00000552794
155798,,ENST00000692206
155799,,ENST00000693425
155800,,ENST00000547696
155801,,ENST00000687590
155802,,ENST00000684985
155803,,ENST00000520637
155804,,ENST00000547440
155805,,ENST00000688150
155806,,ENST00000507635
155807,,ENST00000624028
155808,,ENST00000697123
155809,,ENST00000688198
155810,,ENST00000519470
155811,NM_001671,ENST00000269299
155812,,ENST00000498257
155813,,ENST00000650327
155814,,ENST00000504163
155815,,ENST00000494137
155816,,ENST00000518680
155817,,ENST00000550858
155818,,ENST00000688799
155819,NM_001197216,ENST00000619926
155820,,ENST00000517709
155821,,ENST00000690858
155822,,ENST00000693461
155823,,ENST00000648554
155824,,ENST00000523853
155825,,ENST00000518382
155826,NM_001174070,ENST00000308132
155827,,ENST00000521261
155828,,ENST00000380920
155829,,ENST00000527278
155830,NM_001297435,ENST00000489363
155831,,ENST00000574330
155832,,ENST00000471926
155833,,ENST00000521151
155834,,ENST00000648533
155835,,ENST00000461064
155836,,ENST00000574388
155837,,ENST00000489672
155838,,ENST00000572879
155839,NM_001013622,ENST00000472884
155840,,ENST00000570576
155841,,ENST00000467215
155842,NM_001385644,ENST00000476120
155843,NM_001388021,ENST00000476120
155844,NM_001385645,ENST00000476120
155845,NM_001385643,ENST00000476120
155846,NM_001385649,ENST00000476120
155847,NM_001385652,ENST00000476120
155848,NM_021148,ENST00000476120
155849,,ENST00000573596
155850,,ENST00000573083
155851,NM_001385646,ENST00000395375
155852,,ENST00000623840
155853,,ENST00000516781
155854,,ENST00000362183
155855,,ENST00000439199
155856,,ENST00000363977
155857,,ENST00000522965
155858,NM_006778,ENST00000449208
155859,NM_012433,ENST00000335508
155860,,ENST00000647471
155861,,ENST00000470268
155862,,ENST00000647544
155863,,ENST00000644207
155864,,ENST00000479532
155865,,ENST00000642596
155866,,ENST00000424674
155867,NM_052828,ENST00000446013
155868,,ENST00000644633
155869,,ENST00000496458
155870,NM_004062,ENST00000299752
155871,,ENST00000462613
155872,,ENST00000643537
155873,,ENST00000456598
155874,NM_015560,ENST00000361828
155875,,ENST00000468925
155876,,ENST00000482158
155877,NM_001204744,ENST00000394055
155878,,ENST00000409915
155879,NM_001005526,ENST00000414963
155880,NM_033114,ENST00000266529
155881,NM_001204746,ENST00000568632
155882,,ENST00000679269
155883,NM_020666,ENST00000316308
155884,NM_001308824,ENST00000487698
155885,,ENST00000677694
155886,NM_170769,ENST00000441449
155887,,ENST00000570262
155888,,ENST00000678375
155889,NM_004022,ENST00000359836
155890,NM_001166373,ENST00000503008
155891,,ENST00000414174
155892,,ENST00000548022
155893,NM_001204745,ENST00000565796
155894,,ENST00000679184
155895,,ENST00000676501
155896,NM_004013,ENST00000378707
155897,,ENST00000365564
155898,NM_025236,ENST00000450015
155899,,ENST00000384109
155900,,ENST00000678543
155901,,ENST00000552235
155902,,ENST00000445685
155903,NM_004020,ENST00000541735
155904,NM_130837,ENST00000361510
155905,NM_001394959,ENST00000514618
155906,,ENST00000460396
155907,,ENST00000552673
155908,,ENST00000678390
155909,NM_004009,ENST00000378677
155910,NM_004010,ENST00000378677
155911,,ENST00000551102
155912,,ENST00000567269
155913,NM_001010909,ENST00000430305
155914,NM_001322370,ENST00000430305
155915,NM_001322371,ENST00000430305
155916,,ENST00000610611
155917,,ENST00000409729
155918,,ENST00000517108
155919,,ENST00000621405
155920,NM_017923,ENST00000339875
155921,,ENST00000363016
155922,,ENST00000414692
155923,,ENST00000473395
155924,,ENST00000568698
155925,,ENST00000684130
155926,NM_001362759,ENST00000297071
155927,NM_013293,ENST00000297071
155928,,ENST00000433585
155929,,ENST00000510786
155930,NM_130836,ENST00000361908
155931,,ENST00000547729
155932,NM_003821,ENST00000220751
155933,NM_001375360,ENST00000220751
155934,,ENST00000680701
155935,,ENST00000567009
155936,,ENST00000644595
155937,,ENST00000384413
155938,,ENST00000512214
155939,NM_000594,ENST00000445232
155940,,ENST00000679850
155941,,ENST00000679641
155942,,ENST00000505517
155943,,ENST00000517696
155944,,ENST00000565235
155945,,ENST00000680162
155946,,ENST00000507270
155947,,ENST00000680355
155948,,ENST00000409468
155949,,ENST00000518673
155950,NM_001394829,ENST00000440485
155951,,ENST00000511245
155952,,ENST00000682322
155953,,ENST00000510696
155954,,ENST00000522347
155955,NM_004017,ENST00000682600
155956,NM_001394828,ENST00000435232
155957,,ENST00000503104
155958,,ENST00000619538
155959,NM_002157,ENST00000233893
155960,NM_013937,ENST00000549749
155961,,ENST00000384629
155962,,ENST00000495200
155963,,ENST00000683675
155964,,ENST00000465573
155965,,ENST00000508725
155966,,ENST00000463841
155967,,ENST00000646277
155968,,ENST00000680961
155969,,ENST00000505391
155970,,ENST00000515471
155971,,ENST00000642445
155972,,ENST00000510075
155973,NM_004023,ENST00000682238
155974,NM_001282759,ENST00000392502
155975,,ENST00000274056
155976,,ENST00000538367
155977,,ENST00000689583
155978,,ENST00000679482
155979,,ENST00000679669
155980,NM_001282757,ENST00000621813
155981,NM_001362760,ENST00000621813
155982,NM_001362761,ENST00000621813
155983,NM_001282758,ENST00000621813
155984,,ENST00000680557
155985,,ENST00000690643
155986,NM_001317950,ENST00000374088
155987,,ENST00000688555
155988,,ENST00000620040
155989,,ENST00000472558
155990,,ENST00000497730
155991,,ENST00000691930
155992,,ENST00000475970
155993,NM_030767,ENST00000307564
155994,,ENST00000482395
155995,,ENST00000684072
155996,,ENST00000568572
155997,,ENST00000471408
155998,,ENST00000486934
155999,,ENST00000682746
156000,,ENST00000682207
156001,,ENST00000374079
156002,,ENST00000684350
156003,,ENST00000643737
156004,NM_024019,ENST00000313341
156005,NM_001202485,ENST00000604458
156006,,ENST00000682769
156007,,ENST00000494255
156008,,ENST00000492875
156009,,ENST00000683709
156010,,ENST00000474586
156011,,ENST00000644841
156012,,ENST00000680768
156013,,ENST00000512518
156014,NM_016062,ENST00000422424
156015,,ENST00000647849
156016,,ENST00000223791
156017,,ENST00000490942
156018,NM_004015,ENST00000378702
156019,,ENST00000392436
156020,,ENST00000692075
156021,NM_001317952,ENST00000374075
156022,,ENST00000448549
156023,,ENST00000562362
156024,NM_004337,ENST00000297438
156025,,ENST00000512589
156026,,ENST00000491133
156027,,ENST00000646085
156028,,ENST00000567511
156029,,ENST00000690008
156030,,ENST00000444025
156031,,ENST00000490767
156032,,ENST00000416636
156033,,ENST00000563490
156034,NM_001354664,ENST00000643329
156035,NM_004021,ENST00000474231
156036,,ENST00000312033
156037,,ENST00000569299
156038,NM_130831,ENST00000646793
156039,,ENST00000683509
156040,NM_001126111,ENST00000451899
156041,,ENST00000520659
156042,NM_004018,ENST00000361471
156043,NM_004019,ENST00000378680
156044,,ENST00000679706
156045,,ENST00000681153
156046,NM_004422,ENST00000005340
156047,,ENST00000684103
156048,,ENST00000684342
156049,,ENST00000683995
156050,NM_130834,ENST00000392437
156051,,ENST00000683503
156052,,ENST00000575458
156053,,ENST00000684247
156054,,ENST00000683957
156055,,ENST00000575086
156056,,ENST00000419435
156057,NM_138771,ENST00000307471
156058,,ENST00000378705
156059,,ENST00000645553
156060,,ENST00000484553
156061,,ENST00000681654
156062,,ENST00000409765
156063,,ENST00000597960
156064,,ENST00000475732
156065,,ENST00000642593
156066,,ENST00000681334
156067,,ENST00000448353
156068,,ENST00000576840
156069,,ENST00000681646
156070,,ENST00000473039
156071,,ENST00000571745
156072,,ENST00000544835
156073,,ENST00000644959
156074,,ENST00000681870
156075,,ENST00000485233
156076,,ENST00000576285
156077,,ENST00000680216
156078,,ENST00000472407
156079,,ENST00000573354
156080,,ENST00000634285
156081,,ENST00000647810
156082,,ENST00000410069
156083,,ENST00000634315
156084,,ENST00000642289
156085,,ENST00000683450
156086,,ENST00000683851
156087,,ENST00000486109
156088,,ENST00000646699
156089,,ENST00000575756
156090,,ENST00000683117
156091,,ENST00000596558
156092,,ENST00000681839
156093,NM_001308373,ENST00000222308
156094,,ENST00000574143
156095,,ENST00000644629
156096,,ENST00000432690
156097,,ENST00000457376
156098,,ENST00000434811
156099,,ENST00000520878
156100,,ENST00000519328
156101,,ENST00000471779
156102,,ENST00000574591
156103,,ENST00000497189
156104,,ENST00000682135
156105,,ENST00000577154
156106,NM_012181,ENST00000608443
156107,NM_001370979,ENST00000694891
156108,,ENST00000495476
156109,,ENST00000522136
156110,,ENST00000475899
156111,,ENST00000646544
156112,,ENST00000601844
156113,,ENST00000519132
156114,,ENST00000483516
156115,NM_001267039,ENST00000509061
156116,,ENST00000574642
156117,,ENST00000596015
156118,,ENST00000482865
156119,,ENST00000488902
156120,,ENST00000682183
156121,,ENST00000509622
156122,,ENST00000445863
156123,,ENST00000512361
156124,,ENST00000606531
156125,,ENST00000493412
156126,,ENST00000572285
156127,,ENST00000429164
156128,,ENST00000689844
156129,,ENST00000596494
156130,,ENST00000644717
156131,,ENST00000517314
156132,,ENST00000576439
156133,,ENST00000420596
156134,NM_001386096,ENST00000645728
156135,NM_001004488,ENST00000645728
156136,,ENST00000597611
156137,NM_016648,ENST00000344442
156138,,ENST00000448370
156139,,ENST00000495261
156140,NM_001004135,ENST00000671935
156141,,ENST00000645792
156142,,ENST00000521603
156143,NM_001370982,ENST00000692416
156144,,ENST00000576949
156145,,ENST00000643657
156146,NM_001370976,ENST00000511529
156147,NM_001370977,ENST00000511529
156148,NM_001005480,ENST00000673601
156149,,ENST00000599540
156150,,ENST00000523447
156151,NM_130835,ENST00000361715
156152,NM_130832,ENST00000361715
156153,NM_001001659,ENST00000644237
156154,,ENST00000644944
156155,,ENST00000594844
156156,,ENST00000508577
156157,NM_001354663,ENST00000361150
156158,NM_130833,ENST00000361150
156159,,ENST00000682899
156160,,ENST00000597547
156161,NM_198495,ENST00000673541
156162,,ENST00000513553
156163,,ENST00000672618
156164,,ENST00000683985
156165,,ENST00000672521
156166,,ENST00000504079
156167,,ENST00000609656
156168,NM_001368318,ENST00000671692
156169,NM_001003702,ENST00000671692
156170,,ENST00000288447
156171,,ENST00000596596
156172,NM_001001802,ENST00000645870
156173,,ENST00000643942
156174,NM_015454,ENST00000505034
156175,,ENST00000684165
156176,,ENST00000521621
156177,,ENST00000642506
156178,,ENST00000672959
156179,,ENST00000694892
156180,,ENST00000473343
156181,,ENST00000682071
156182,,ENST00000495912
156183,,ENST00000694893
156184,NM_001005328,ENST00000643586
156185,,ENST00000519583
156186,,ENST00000692168
156187,,ENST00000643902
156188,,ENST00000682924
156189,,ENST00000694894
156190,,ENST00000522749
156191,NM_001278507,ENST00000672823
156192,,ENST00000684292
156193,,ENST00000672571
156194,,ENST00000693442
156195,,ENST00000520199
156196,,ENST00000673289
156197,,ENST00000684864
156198,,ENST00000672898
156199,,ENST00000480751
156200,,ENST00000694895
156201,,ENST00000644827
156202,,ENST00000646927
156203,,ENST00000447523
156204,NM_001370981,ENST00000693375
156205,,ENST00000684237
156206,,ENST00000647281
156207,,ENST00000689262
156208,NM_001005287,ENST00000645240
156209,NM_020946,ENST00000373624
156210,,ENST00000694896
156211,,ENST00000682870
156212,,ENST00000520909
156213,,ENST00000684660
156214,,ENST00000694897
156215,,ENST00000520126
156216,NM_001352965,ENST00000394215
156217,NM_001400449,ENST00000394215
156218,NM_001393654,ENST00000394215
156219,NM_001352964,ENST00000394215
156220,,ENST00000683309
156221,NM_001370974,ENST00000694898
156222,NM_001370975,ENST00000694898
156223,,ENST00000684056
156224,,ENST00000465801
156225,,ENST00000642568
156226,,ENST00000683658
156227,NM_153002,ENST00000464295
156228,,ENST00000522556
156229,,ENST00000644121
156230,NM_001370980,ENST00000694899
156231,,ENST00000682437
156232,NM_001400446,ENST00000373620
156233,NM_001352966,ENST00000373620
156234,NM_001352967,ENST00000373620
156235,NM_024820,ENST00000373620
156236,,ENST00000682584
156237,,ENST00000694900
156238,,ENST00000684357
156239,,ENST00000475421
156240,,ENST00000523013
156241,,ENST00000472681
156242,NM_001168271,ENST00000461057
156243,,ENST00000645160
156244,,ENST00000505216
156245,,ENST00000682307
156246,,ENST00000647116
156247,,ENST00000520957
156248,,ENST00000682439
156249,,ENST00000481907
156250,,ENST00000644243
156251,,ENST00000472266
156252,NM_001370978,ENST00000651579
156253,,ENST00000646115
156254,,ENST00000513135
156255,,ENST00000463609
156256,,ENST00000642881
156257,,ENST00000694901
156258,,ENST00000644507
156259,,ENST00000507443
156260,,ENST00000643497
156261,,ENST00000694902
156262,,ENST00000646298
156263,,ENST00000688617
156264,,ENST00000491650
156265,,ENST00000503316
156266,,ENST00000685716
156267,,ENST00000647153
156268,,ENST00000685424
156269,,ENST00000503898
156270,,ENST00000497135
156271,NM_005435,ENST00000642803
156272,NM_001394446,ENST00000635767
156273,NM_001365665,ENST00000635767
156274,NM_001365663,ENST00000635767
156275,NM_001352968,ENST00000373618
156276,NM_153686,ENST00000326877
156277,NM_001284517,ENST00000571362
156278,,ENST00000675131
156279,,ENST00000479305
156280,NM_001365660,ENST00000675143
156281,NM_001127364,ENST00000409192
156282,,ENST00000462245
156283,,ENST00000699491
156284,,ENST00000637787
156285,,ENST00000474676
156286,,ENST00000675605
156287,NM_003663,ENST00000309534
156288,NM_001365408,ENST00000417689
156289,NM_198061,ENST00000417689
156290,,ENST00000475615
156291,,ENST00000429719
156292,,ENST00000510451
156293,,ENST00000425374
156294,,ENST00000510121
156295,,ENST00000561697
156296,,ENST00000675927
156297,,ENST00000462546
156298,,ENST00000486372
156299,,ENST00000676180
156300,NM_001008390,ENST00000482016
156301,,ENST00000568470
156302,,ENST00000398392
156303,NM_001365658,ENST00000382224
156304,NM_001365659,ENST00000382224
156305,,ENST00000675130
156306,NM_001365662,ENST00000382226
156307,NM_001166139,ENST00000382226
156308,,ENST00000566182
156309,,ENST00000676061
156310,,ENST00000570032
156311,,ENST00000446234
156312,NM_001365661,ENST00000674942
156313,,ENST00000512376
156314,,ENST00000576955
156315,,ENST00000514223
156316,,ENST00000508068
156317,,ENST00000508873
156318,NM_001300932,ENST00000409653
156319,NM_001195308,ENST00000462901
156320,,ENST00000467332
156321,,ENST00000598411
156322,,ENST00000643277
156323,,ENST00000593742
156324,,ENST00000519410
156325,,ENST00000474441
156326,NM_014506,ENST00000259339
156327,,ENST00000517597
156328,,ENST00000643555
156329,NM_001317893,ENST00000427860
156330,NM_001317894,ENST00000427860
156331,NM_199482,ENST00000233892
156332,NM_001080413,ENST00000644387
156333,NM_024297,ENST00000320316
156334,NM_001330325,ENST00000336604
156335,NM_080730,ENST00000336604
156336,NM_003869,ENST00000317091
156337,NM_001365406,ENST00000317091
156338,NM_001365407,ENST00000317091
156339,NM_001365405,ENST00000317091
156340,NM_003102,ENST00000382120
156341,NM_001127365,ENST00000409994
156342,,ENST00000520859
156343,NM_001366097,ENST00000636215
156344,NM_001350134,ENST00000636215
156345,NM_001350137,ENST00000636215
156346,NM_001350136,ENST00000636215
156347,NM_001350135,ENST00000636215
156348,NM_001366093,ENST00000636215
156349,NM_001366095,ENST00000636215
156350,NM_001366096,ENST00000636215
