,RefSeq mRNA ID,Transcript stable ID
61051,,ENST00000567194
61052,,ENST00000594133
61053,,ENST00000638543
61054,,ENST00000643198
61055,,ENST00000576320
61056,,ENST00000675560
61057,,ENST00000807259
61058,,ENST00000807260
61059,,ENST00000576714
61060,,ENST00000647427
61061,,ENST00000561887
61062,,ENST00000574097
61063,,ENST00000643560
61064,,ENST00000807261
61065,,ENST00000566594
61066,,ENST00000710616
61067,,ENST00000639728
61068,,ENST00000675472
61069,,ENST00000710618
61070,,ENST00000807262
61071,NM_032880,ENST00000251296
61072,,ENST00000353492
61073,NM_001130142,ENST00000456829
61074,NM_014622,ENST00000456829
61075,,ENST00000466869
61076,,ENST00000710619
61077,,ENST00000584676
61078,,ENST00000807267
61079,,ENST00000710620
61080,,ENST00000807268
61081,NM_024057,ENST00000552283
61082,,ENST00000645488
61083,,ENST00000807269
61084,,ENST00000675463
61085,,ENST00000621929
61086,,ENST00000807270
61087,NM_001362931,ENST00000676207
61088,,ENST00000437977
61089,,ENST00000546385
61090,,ENST00000807271
61091,,ENST00000647490
61092,,ENST00000533623
61093,,ENST00000471085
61094,,ENST00000412684
61095,NM_001421767,ENST00000710635
61096,NM_001421743,ENST00000710635
61097,NM_001421747,ENST00000710635
61098,NM_001421778,ENST00000710635
61099,NM_001421768,ENST00000710635
61100,NM_001421769,ENST00000710635
61101,NM_001421780,ENST00000710635
61102,NM_001421766,ENST00000710635
61103,NM_001421749,ENST00000710635
61104,NM_001421775,ENST00000710635
61105,NM_001421770,ENST00000710635
61106,NM_001421748,ENST00000710635
61107,NM_001421774,ENST00000710635
61108,NM_001421776,ENST00000710635
61109,NM_001421771,ENST00000710635
61110,NM_001164449,ENST00000710635
61111,,ENST00000807274
61112,,ENST00000522568
61113,,ENST00000807275
61114,,ENST00000807276
61115,,ENST00000355343
61116,,ENST00000547269
61117,,ENST00000483139
61118,,ENST00000807277
61119,,ENST00000442974
61120,,ENST00000425243
61121,,ENST00000807278
61122,,ENST00000551744
61123,NM_001040875,ENST00000674865
61124,,ENST00000497331
61125,,ENST00000616658
61126,,ENST00000479909
61127,,ENST00000807381
61128,NM_001164448,ENST00000649432
61129,NM_001323585,ENST00000359655
61130,NM_001301683,ENST00000359655
61131,NM_001323584,ENST00000359655
61132,NM_001323588,ENST00000359655
61133,NM_001323586,ENST00000359655
61134,NM_003171,ENST00000359655
61135,NM_001323587,ENST00000359655
61136,NM_130841,ENST00000393054
61137,,ENST00000807382
61138,,ENST00000532944
61139,,ENST00000434794
61140,,ENST00000570827
61141,,ENST00000807383
61142,,ENST00000473951
61143,NM_001304996,ENST00000357613
61144,,ENST00000807384
61145,,ENST00000639127
61146,,ENST00000807385
61147,,ENST00000524366
61148,,ENST00000807386
61149,NM_001164447,ENST00000710636
61150,,ENST00000676049
61151,,ENST00000807387
61152,,ENST00000645293
61153,,ENST00000648815
61154,,ENST00000486364
61155,,ENST00000807388
61156,,ENST00000674756
61157,NM_001310137,ENST00000644019
61158,,ENST00000807532
61159,,ENST00000676415
61160,,ENST00000644668
61161,,ENST00000417829
61162,,ENST00000807559
61163,,ENST00000675661
61164,,ENST00000425086
61165,,ENST00000807560
61166,,ENST00000528070
61167,,ENST00000675007
61168,NM_145254,ENST00000561878
61169,,ENST00000807561
61170,NM_178432,ENST00000336654
61171,,ENST00000807562
61172,,ENST00000674946
61173,NM_023077,ENST00000371538
61174,,ENST00000568559
61175,,ENST00000532685
61176,,ENST00000604902
61177,,ENST00000807621
61178,,ENST00000446095
61179,,ENST00000676120
61180,,ENST00000807622
61181,,ENST00000675265
61182,,ENST00000551200
61183,,ENST00000421443
61184,,ENST00000808243
61185,,ENST00000520797
61186,,ENST00000486918
61187,NM_001304997,ENST00000569540
61188,,ENST00000440793
61189,,ENST00000808244
61190,,ENST00000675565
61191,,ENST00000543021
61192,,ENST00000808245
61193,,ENST00000675474
61194,,ENST00000808246
61195,NM_001282478,ENST00000647089
61196,,ENST00000675460
61197,,ENST00000567796
61198,,ENST00000548994
61199,,ENST00000808388
61200,,ENST00000808389
61201,,ENST00000808390
61202,,ENST00000808391
61203,,ENST00000808392
61204,,ENST00000550459
61205,,ENST00000471069
61206,NM_001304998,ENST00000566980
61207,,ENST00000421002
61208,,ENST00000251074
61209,,ENST00000809040
61210,,ENST00000569276
61211,,ENST00000809041
61212,,ENST00000701525
61213,,ENST00000809303
61214,NM_021942,ENST00000334690
61215,,ENST00000809304
61216,,ENST00000563554
61217,,ENST00000483572
61218,,ENST00000809305
61219,,ENST00000549333
61220,,ENST00000651198
61221,,ENST00000809306
61222,,ENST00000809307
61223,,ENST00000422378
61224,,ENST00000809308
61225,,ENST00000548885
61226,,ENST00000809309
61227,NM_014509,ENST00000327678
61228,,ENST00000809310
61229,NM_001037668,ENST00000646983
61230,,ENST00000478227
61231,,ENST00000504526
61232,,ENST00000809311
61233,NM_001422094,ENST00000650001
61234,NM_152251,ENST00000650001
61235,,ENST00000486661
61236,,ENST00000809312
61237,,ENST00000497254
61238,,ENST00000809313
61239,,ENST00000809465
61240,,ENST00000809534
61241,,ENST00000809535
61242,NM_080389,ENST00000646913
61243,,ENST00000809536
61244,,ENST00000809537
61245,NM_021615,ENST00000332272
61246,NM_001081551,ENST00000642635
61247,,ENST00000448806
61248,,ENST00000649824
61249,,ENST00000809918
61250,,ENST00000649341
61251,,ENST00000809923
61252,,ENST00000810027
61253,,ENST00000810028
61254,,ENST00000642840
61255,,ENST00000417989
61256,,ENST00000390664
61257,NM_002239,ENST00000295101
61258,NM_001260509,ENST00000295101
61259,,ENST00000659074
61260,NM_006158,ENST00000610854
61261,,ENST00000530512
61262,,ENST00000615973
61263,,ENST00000612367
61264,,ENST00000666982
61265,,ENST00000637129
61266,,ENST00000660057
61267,,ENST00000517442
61268,,ENST00000493505
61269,,ENST00000656207
61270,,ENST00000664555
61271,,ENST00000663896
61272,,ENST00000669246
61273,,ENST00000410823
61274,,ENST00000810025
61275,NM_012119,ENST00000375883
61276,,ENST00000577904
61277,,ENST00000810026
61278,,ENST00000460606
61279,NM_001260508,ENST00000544049
61280,NM_001286352,ENST00000369551
61281,,ENST00000505676
61282,NM_004942,ENST00000644124
61283,,ENST00000596418
61284,,ENST00000710646
61285,,ENST00000506027
61286,,ENST00000407614
61287,,ENST00000616126
61288,,ENST00000614099
61289,,ENST00000710647
61290,,ENST00000564489
61291,,ENST00000717707
61292,,ENST00000710648
61293,NM_001170640,ENST00000375871
61294,,ENST00000717708
61295,,ENST00000621911
61296,,ENST00000427050
61297,,ENST00000710649
61298,,ENST00000666014
61299,,ENST00000615184
61300,,ENST00000710650
61301,,ENST00000667832
61302,,ENST00000618432
61303,,ENST00000710651
61304,NM_020190,ENST00000320334
61305,,ENST00000509857
61306,,ENST00000613614
61307,NM_001170639,ENST00000605159
61308,,ENST00000658519
61309,,ENST00000710652
61310,,ENST00000598281
61311,,ENST00000491700
61312,NM_001080514,ENST00000567180
61313,,ENST00000654209
61314,,ENST00000633022
61315,,ENST00000662389
61316,NM_001284334,ENST00000335879
61317,,ENST00000701064
61318,NM_001039803,ENST00000325303
61319,,ENST00000513600
61320,NM_001286353,ENST00000393300
61321,NM_001105199,ENST00000401466
61322,,ENST00000660081
61323,,ENST00000472589
61324,,ENST00000685028
61325,,ENST00000511409
61326,,ENST00000666715
61327,,ENST00000365188
61328,NM_030577,ENST00000272521
61329,,ENST00000565057
61330,,ENST00000659867
61331,,ENST00000516104
61332,,ENST00000657447
61333,,ENST00000512476
61334,,ENST00000486228
61335,,ENST00000641006
61336,,ENST00000654849
61337,NM_001165877,ENST00000505920
61338,,ENST00000445518
61339,,ENST00000617178
61340,,ENST00000617298
61341,,ENST00000669022
61342,,ENST00000659060
61343,,ENST00000670698
61344,,ENST00000810078
61345,,ENST00000810079
61346,,ENST00000810080
61347,,ENST00000810081
61348,,ENST00000511955
61349,,ENST00000604175
61350,,ENST00000810082
61351,,ENST00000528097
61352,,ENST00000496203
61353,,ENST00000810083
61354,,ENST00000810084
61355,,ENST00000605591
61356,,ENST00000506426
61357,,ENST00000810085
61358,NM_001256872,ENST00000643261
61359,,ENST00000409951
61360,,ENST00000810086
61361,,ENST00000810087
61362,,ENST00000810088
61363,,ENST00000810089
61364,NM_199053,ENST00000357207
61365,,ENST00000810090
61366,,ENST00000530440
61367,,ENST00000810091
61368,,ENST00000810092
61369,,ENST00000810093
61370,NM_001105198,ENST00000424086
61371,NM_001256871,ENST00000645436
61372,,ENST00000810094
61373,NM_001423532,ENST00000646759
61374,,ENST00000810095
61375,,ENST00000810096
61376,NM_001421990,ENST00000645175
61377,NM_001423539,ENST00000645175
61378,,ENST00000810097
61379,,ENST00000810098
61380,,ENST00000608299
61381,,ENST00000810099
61382,,ENST00000455767
61383,,ENST00000810100
61384,,ENST00000810101
61385,NM_007285,ENST00000037243
61386,,ENST00000810102
61387,,ENST00000810103
61388,,ENST00000665560
61389,,ENST00000563744
61390,,ENST00000662301
61391,,ENST00000810169
61392,,ENST00000635075
61393,,ENST00000666615
61394,,ENST00000810170
61395,,ENST00000530119
61396,,ENST00000670933
61397,,ENST00000810171
61398,,ENST00000568455
61399,,ENST00000401850
61400,,ENST00000668262
61401,,ENST00000810300
61402,,ENST00000565985
61403,NM_032136,ENST00000280605
61404,,ENST00000611726
61405,,ENST00000810301
61406,NM_017436,ENST00000642412
61407,,ENST00000667806
61408,NM_025130,ENST00000354624
61409,,ENST00000810341
61410,,ENST00000661611
61411,,ENST00000810342
61412,,ENST00000488706
61413,,ENST00000666695
61414,,ENST00000810359
61415,,ENST00000470920
61416,,ENST00000653496
61417,,ENST00000810466
61418,,ENST00000435088
61419,,ENST00000668158
61420,,ENST00000444398
61421,,ENST00000810525
61422,,ENST00000663758
61423,,ENST00000658679
61424,,ENST00000425350
61425,,ENST00000668854
61426,,ENST00000689307
61427,,ENST00000436268
61428,,ENST00000662899
61429,,ENST00000689759
61430,,ENST00000657313
61431,,ENST00000505334
61432,,ENST00000810565
61433,,ENST00000669774
61434,,ENST00000810566
61435,,ENST00000608774
61436,NM_001318038,ENST00000249005
61437,,ENST00000810567
61438,NM_001423530,ENST00000649608
61439,,ENST00000664863
61440,,ENST00000810568
61441,,ENST00000381278
61442,NM_002061,ENST00000370238
61443,,ENST00000710660
61444,,ENST00000656573
61445,,ENST00000810634
61446,,ENST00000710677
61447,,ENST00000663837
61448,,ENST00000417589
61449,NM_018975,ENST00000300086
61450,,ENST00000710678
61451,,ENST00000483026
61452,,ENST00000656007
61453,,ENST00000663491
61454,,ENST00000710679
61455,,ENST00000810843
61456,,ENST00000653858
61457,,ENST00000660731
61458,,ENST00000465765
61459,,ENST00000467772
61460,,ENST00000710680
61461,,ENST00000810851
61462,,ENST00000647439
61463,,ENST00000658900
61464,,ENST00000710681
61465,,ENST00000810852
61466,,ENST00000666321
61467,,ENST00000462183
61468,,ENST00000810853
61469,,ENST00000710682
61470,,ENST00000363578
61471,,ENST00000569234
61472,,ENST00000660393
61473,,ENST00000710683
61474,,ENST00000563843
61475,,ENST00000670631
61476,,ENST00000710684
61477,NM_001308253,ENST00000615724
61478,,ENST00000564671
61479,,ENST00000426545
61480,,ENST00000710685
61481,,ENST00000663817
61482,,ENST00000811168
61483,,ENST00000659145
61484,,ENST00000710686
61485,,ENST00000659272
61486,,ENST00000811169
61487,,ENST00000616842
61488,,ENST00000710687
61489,NM_001351309,ENST00000633875
61490,NM_001351307,ENST00000633875
61491,NM_001144990,ENST00000309447
61492,,ENST00000661005
61493,,ENST00000811170
61494,,ENST00000710688
61495,,ENST00000662005
61496,,ENST00000710689
61497,,ENST00000811171
61498,,ENST00000655023
61499,,ENST00000643278
61500,,ENST00000474110
61501,,ENST00000811172
61502,,ENST00000506989
61503,,ENST00000665578
61504,,ENST00000811173
61505,,ENST00000811174
61506,,ENST00000663889
61507,,ENST00000655846
61508,,ENST00000567330
61509,NM_001039615,ENST00000643755
61510,,ENST00000811175
61511,NM_001355613,ENST00000640559
61512,,ENST00000412312
61513,,ENST00000509559
61514,,ENST00000811176
61515,NM_006755,ENST00000319006
61516,,ENST00000811177
61517,,ENST00000363598
61518,,ENST00000415918
61519,,ENST00000533796
61520,,ENST00000811178
61521,,ENST00000506984
61522,,ENST00000517118
61523,,ENST00000666011
61524,,ENST00000530666
61525,,ENST00000653203
61526,,ENST00000811179
61527,NM_001037804,ENST00000646760
61528,,ENST00000664617
61529,,ENST00000532202
61530,,ENST00000811180
61531,,ENST00000643218
61532,,ENST00000811181
61533,,ENST00000427448
61534,,ENST00000710697
61535,NM_153210,ENST00000285199
61536,,ENST00000811182
61537,,ENST00000644569
61538,,ENST00000433994
61539,,ENST00000567885
61540,,ENST00000811183
61541,,ENST00000434169
61542,,ENST00000645613
61543,,ENST00000580401
61544,,ENST00000444325
61545,,ENST00000811184
61546,,ENST00000811185
61547,,ENST00000811186
61548,,ENST00000811187
61549,,ENST00000811188
61550,,ENST00000569215
61551,,ENST00000506416
61552,,ENST00000811189
61553,,ENST00000811190
61554,,ENST00000624925
61555,,ENST00000811191
61556,,ENST00000811192
61557,,ENST00000512464
61558,,ENST00000362612
61559,,ENST00000811193
61560,NM_001267576,ENST00000570475
61561,,ENST00000811645
61562,NM_001302695,ENST00000645046
61563,,ENST00000623594
61564,,ENST00000811988
61565,,ENST00000451001
61566,,ENST00000583472
61567,NM_001375470,ENST00000329476
61568,NM_000910,ENST00000329476
61569,NM_001370180,ENST00000329476
61570,,ENST00000664019
61571,,ENST00000812051
61572,,ENST00000646417
61573,,ENST00000439745
61574,,ENST00000812250
61575,,ENST00000574408
61576,,ENST00000564074
61577,,ENST00000812286
61578,,ENST00000451163
61579,,ENST00000506608
61580,,ENST00000575346
61581,,ENST00000623118
61582,,ENST00000812287
61583,NM_001033017,ENST00000645596
61584,,ENST00000465313
61585,,ENST00000573955
61586,,ENST00000514068
61587,,ENST00000494861
61588,,ENST00000672053
61589,,ENST00000572923
61590,,ENST00000672055
61591,,ENST00000636429
61592,,ENST00000812774
61593,,ENST00000634974
61594,NM_001033018,ENST00000646795
61595,,ENST00000504057
61596,,ENST00000812775
61597,,ENST00000710699
61598,,ENST00000812776
61599,,ENST00000812777
61600,,ENST00000505053
61601,,ENST00000657315
61602,,ENST00000609065
61603,,ENST00000643569
61604,,ENST00000508796
61605,,ENST00000813109
61606,,ENST00000635215
61607,,ENST00000813110
61608,,ENST00000514910
61609,,ENST00000813111
61610,,ENST00000400780
61611,,ENST00000813112
61612,,ENST00000813920
61613,,ENST00000813937
61614,,ENST00000533089
61615,,ENST00000814173
61616,,ENST00000814436
61617,,ENST00000814640
61618,,ENST00000814737
61619,,ENST00000508984
61620,,ENST00000814867
61621,,ENST00000659310
61622,,ENST00000509838
61623,,ENST00000662529
61624,NM_005526,ENST00000528838
61625,,ENST00000814909
61626,,ENST00000506678
61627,,ENST00000814910
61628,,ENST00000814911
61629,,ENST00000815334
61630,,ENST00000815335
61631,,ENST00000655811
61632,,ENST00000815603
61633,,ENST00000815604
61634,,ENST00000815605
61635,,ENST00000528988
61636,,ENST00000815606
61637,,ENST00000815607
61638,,ENST00000815608
61639,,ENST00000533240
61640,,ENST00000514864
61641,,ENST00000666115
61642,NM_206814,ENST00000376888
61643,,ENST00000816022
61644,,ENST00000515103
61645,,ENST00000363891
61646,,ENST00000612143
61647,,ENST00000408348
61648,,ENST00000700971
61649,,ENST00000356560
61650,,ENST00000686624
61651,,ENST00000516193
61652,,ENST00000688937
61653,,ENST00000684948
61654,,ENST00000410250
61655,,ENST00000689336
61656,,ENST00000390980
61657,,ENST00000700939
61658,,ENST00000365579
61659,,ENST00000816083
61660,,ENST00000816084
61661,,ENST00000362550
61662,,ENST00000816085
61663,,ENST00000384983
61664,,ENST00000816086
61665,,ENST00000384053
61666,,ENST00000816087
61667,,ENST00000636425
61668,,ENST00000816088
61669,,ENST00000384964
61670,,ENST00000816089
61671,,ENST00000476316
61672,,ENST00000816090
61673,,ENST00000816091
61674,,ENST00000710713
61675,,ENST00000816092
61676,,ENST00000710714
61677,,ENST00000816093
61678,,ENST00000458780
61679,,ENST00000816094
61680,,ENST00000710715
61681,,ENST00000516007
61682,,ENST00000816095
61683,,ENST00000496350
61684,NM_001365088,ENST00000354181
61685,,ENST00000816096
61686,,ENST00000636486
61687,,ENST00000816097
61688,,ENST00000459120
61689,,ENST00000636045
61690,,ENST00000816260
61691,,ENST00000636325
61692,,ENST00000816385
61693,,ENST00000410274
61694,,ENST00000816464
61695,,ENST00000458842
61696,,ENST00000816465
61697,,ENST00000710716
61698,,ENST00000532338
61699,,ENST00000383938
61700,,ENST00000582704
61701,,ENST00000816890
61702,,ENST00000710717
61703,,ENST00000816891
61704,,ENST00000363850
61705,NM_147783,ENST00000710700
61706,,ENST00000516434
61707,,ENST00000528199
61708,,ENST00000816976
61709,,ENST00000646105
61710,,ENST00000816995
61711,,ENST00000710742
61712,,ENST00000491708
61713,,ENST00000817141
61714,,ENST00000710718
61715,,ENST00000410325
61716,,ENST00000817142
61717,,ENST00000710743
61718,,ENST00000817143
61719,,ENST00000529630
61720,,ENST00000517104
61721,,ENST00000613344
61722,,ENST00000710719
61723,,ENST00000817144
61724,,ENST00000817221
61725,,ENST00000362910
61726,,ENST00000710720
61727,,ENST00000579932
61728,,ENST00000365299
61729,,ENST00000656194
61730,,ENST00000710701
61731,NM_005135,ENST00000290209
61732,,ENST00000364905
61733,,ENST00000710744
61734,,ENST00000817275
61735,,ENST00000517081
61736,,ENST00000817276
61737,,ENST00000534314
61738,,ENST00000710745
61739,,ENST00000676379
61740,,ENST00000817277
61741,,ENST00000516295
61742,,ENST00000817278
61743,,ENST00000710721
61744,,ENST00000383902
61745,,ENST00000817279
61746,NM_012339,ENST00000373290
61747,NM_001351263,ENST00000373290
61748,,ENST00000611169
61749,,ENST00000527328
61750,,ENST00000710722
61751,,ENST00000817280
61752,,ENST00000364806
61753,,ENST00000817281
61754,,ENST00000531447
61755,NM_001384723,ENST00000710723
61756,,ENST00000478112
61757,,ENST00000440860
61758,,ENST00000388104
61759,NM_001384728,ENST00000710702
61760,,ENST00000533130
61761,NM_001317237,ENST00000710746
61762,,ENST00000517146
61763,,ENST00000412119
61764,,ENST00000516953
61765,,ENST00000710747
61766,,ENST00000670406
61767,,ENST00000365615
61768,,ENST00000662993
61769,,ENST00000710748
61770,,ENST00000363238
61771,,ENST00000655663
61772,,ENST00000530661
61773,,ENST00000365031
61774,,ENST00000710749
61775,,ENST00000385013
61776,,ENST00000668961
61777,,ENST00000362660
61778,NM_147780,ENST00000710750
61779,NM_001384725,ENST00000710750
61780,,ENST00000664504
61781,,ENST00000516065
61782,,ENST00000614796
61783,,ENST00000663211
61784,NM_147782,ENST00000710703
61785,,ENST00000363752
61786,,ENST00000580577
61787,,ENST00000661311
61788,NM_001384727,ENST00000710751
61789,,ENST00000364770
61790,,ENST00000670855
61791,,ENST00000633711
61792,,ENST00000528842
61793,,ENST00000710704
61794,,ENST00000362659
61795,,ENST00000655071
61796,,ENST00000516661
61797,,ENST00000710752
61798,,ENST00000700859
61799,NM_001042497,ENST00000397707
61800,NM_001318823,ENST00000528309
61801,,ENST00000817496
61802,,ENST00000302079
61803,,ENST00000364874
61804,,ENST00000710753
61805,,ENST00000817500
61806,,ENST00000516651
61807,,ENST00000817503
61808,,ENST00000817505
61809,NM_133647,ENST00000560611
61810,,ENST00000710754
61811,,ENST00000817507
61812,,ENST00000817509
61813,,ENST00000364763
61814,,ENST00000817511
61815,,ENST00000710755
61816,,ENST00000384096
61817,,ENST00000817512
61818,NM_001378183,ENST00000674853
61819,NM_147781,ENST00000710705
61820,,ENST00000464534
61821,,ENST00000817514
61822,,ENST00000475069
61823,,ENST00000385253
61824,,ENST00000617280
61825,,ENST00000817515
61826,,ENST00000408338
61827,,ENST00000452130
61828,,ENST00000710756
61829,,ENST00000817516
61830,,ENST00000411074
61831,,ENST00000817517
61832,,ENST00000710724
61833,,ENST00000516374
61834,,ENST00000817661
61835,,ENST00000364882
61836,,ENST00000710757
61837,,ENST00000391057
61838,,ENST00000818218
61839,,ENST00000710725
61840,,ENST00000818219
61841,,ENST00000363683
61842,,ENST00000710758
61843,,ENST00000384592
61844,,ENST00000818571
61845,,ENST00000710726
61846,,ENST00000384055
61847,,ENST00000455241
61848,NM_001414264,ENST00000228740
61849,NM_001414263,ENST00000228740
61850,NM_000895,ENST00000228740
61851,NM_001414266,ENST00000228740
61852,,ENST00000384419
61853,NM_001908,ENST00000646239
61854,,ENST00000691469
61855,,ENST00000662208
61856,,ENST00000496066
61857,,ENST00000490083
61858,,ENST00000383408
61859,NM_001384724,ENST00000710759
61860,,ENST00000818615
61861,,ENST00000636360
61862,,ENST00000818902
61863,,ENST00000364976
61864,,ENST00000710760
61865,,ENST00000458836
61866,,ENST00000818907
61867,,ENST00000486093
61868,,ENST00000384393
61869,,ENST00000818908
61870,,ENST00000710761
61871,,ENST00000365461
61872,,ENST00000818909
61873,,ENST00000459981
61874,,ENST00000517142
61875,,ENST00000693743
61876,NM_001384714,ENST00000710727
61877,,ENST00000516424
61878,,ENST00000819056
61879,,ENST00000470508
61880,,ENST00000637782
61881,,ENST00000578951
61882,,ENST00000710728
61883,NM_001256661,ENST00000598810
61884,,ENST00000685517
61885,,ENST00000654329
61886,,ENST00000460609
61887,,ENST00000819057
61888,,ENST00000408442
61889,NM_001144,ENST00000290649
61890,NM_001323512,ENST00000290649
61891,NM_001323511,ENST00000290649
61892,,ENST00000430550
61893,,ENST00000384251
61894,,ENST00000819058
61895,,ENST00000440153
61896,,ENST00000620099
61897,NM_001042494,ENST00000458406
61898,,ENST00000635851
61899,,ENST00000710762
61900,,ENST00000362764
61901,,ENST00000425216
61902,,ENST00000819109
61903,,ENST00000383984
61904,,ENST00000415223
61905,,ENST00000538948
61906,,ENST00000410789
61907,,ENST00000418575
61908,,ENST00000670609
61909,,ENST00000517150
61910,,ENST00000430341
61911,NM_001384726,ENST00000710729
61912,NM_001256660,ENST00000593945
61913,,ENST00000416009
61914,,ENST00000516152
61915,NM_022068,ENST00000503781
61916,,ENST00000517192
61917,,ENST00000492830
61918,,ENST00000819135
61919,,ENST00000363651
61920,,ENST00000710763
61921,,ENST00000613604
61922,,ENST00000561786
61923,,ENST00000493390
61924,,ENST00000668240
61925,,ENST00000710706
61926,,ENST00000566757
61927,,ENST00000574745
61928,NM_001182,ENST00000409134
61929,NM_001201377,ENST00000409134
61930,,ENST00000819176
61931,,ENST00000391071
61932,,ENST00000568325
61933,,ENST00000819177
61934,,ENST00000364857
61935,,ENST00000710764
61936,NM_001410871,ENST00000580640
61937,,ENST00000638111
61938,,ENST00000819178
61939,,ENST00000563285
61940,,ENST00000819179
61941,,ENST00000364563
61942,,ENST00000710730
61943,,ENST00000819180
61944,,ENST00000515930
61945,,ENST00000567738
61946,,ENST00000516348
61947,,ENST00000819181
61948,,ENST00000710765
61949,,ENST00000819182
61950,,ENST00000432615
61951,,ENST00000364646
61952,,ENST00000559523
61953,,ENST00000488836
61954,,ENST00000819183
61955,,ENST00000516534
61956,,ENST00000648233
61957,,ENST00000410650
61958,,ENST00000537111
61959,,ENST00000515905
61960,,ENST00000710731
61961,,ENST00000819189
61962,NM_001256659,ENST00000601519
61963,NM_001256658,ENST00000601519
61964,,ENST00000566334
61965,,ENST00000516795
61966,,ENST00000819190
61967,,ENST00000584832
61968,,ENST00000710732
61969,,ENST00000819191
61970,,ENST00000458005
61971,,ENST00000364215
61972,,ENST00000710766
61973,,ENST00000568762
61974,,ENST00000819192
61975,,ENST00000365345
61976,NM_145306,ENST00000373279
61977,,ENST00000819193
61978,NM_003598,ENST00000311227
61979,,ENST00000710767
61980,,ENST00000390889
61981,,ENST00000819194
61982,,ENST00000582913
61983,NM_001256643,ENST00000552789
61984,,ENST00000559664
61985,,ENST00000819195
61986,,ENST00000563286
61987,,ENST00000819231
61988,,ENST00000819305
61989,,ENST00000710733
61990,NM_001195684,ENST00000370399
61991,,ENST00000710768
61992,,ENST00000819406
61993,,ENST00000491890
61994,,ENST00000377214
61995,,ENST00000710769
61996,,ENST00000819441
61997,,ENST00000565445
61998,NM_001042495,ENST00000397702
61999,,ENST00000421716
62000,,ENST00000820281
62001,,ENST00000561090
62002,,ENST00000618530
62003,,ENST00000710772
62004,,ENST00000563664
62005,,ENST00000434117
62006,,ENST00000581680
62007,,ENST00000363499
62008,,ENST00000670662
62009,,ENST00000422707
62010,,ENST00000525962
62011,NM_001287744,ENST00000710773
62012,NM_001287748,ENST00000710773
62013,,ENST00000659314
62014,,ENST00000384406
62015,,ENST00000756840
62016,,ENST00000579151
62017,,ENST00000710774
62018,,ENST00000397472
62019,,ENST00000568657
62020,,ENST00000643712
62021,,ENST00000561462
62022,,ENST00000568270
62023,,ENST00000795232
62024,,ENST00000445714
62025,NM_001287742,ENST00000710775
62026,NM_001287743,ENST00000710775
62027,,ENST00000564283
62028,,ENST00000820832
62029,,ENST00000427062
62030,,ENST00000560164
62031,NM_014369,ENST00000175756
62032,NM_004462,ENST00000647178
62033,,ENST00000820833
62034,NM_004246,ENST00000262441
62035,,ENST00000686869
62036,,ENST00000532540
62037,,ENST00000820834
62038,,ENST00000820835
62039,,ENST00000820836
62040,NM_001318818,ENST00000319863
62041,NM_182612,ENST00000319863
62042,NM_001318821,ENST00000319863
62043,,ENST00000710776
62044,,ENST00000820893
62045,NM_015239,ENST00000376083
62046,,ENST00000304773
62047,NM_001034842,ENST00000642324
62048,,ENST00000561080
62049,NM_001195683,ENST00000465892
62050,,ENST00000657031
62051,NM_014570,ENST00000263245
62052,,ENST00000579949
62053,,ENST00000453862
62054,,ENST00000569802
62055,,ENST00000820900
62056,NM_001142370,ENST00000347849
62057,,ENST00000820901
62058,NM_206809,ENST00000376917
62059,NM_001256662,ENST00000539846
62060,,ENST00000820902
62061,,ENST00000820903
62062,,ENST00000710777
62063,,ENST00000583151
62064,,ENST00000553041
62065,,ENST00000578145
62066,,ENST00000820904
62067,NM_001287751,ENST00000710778
62068,,ENST00000470600
62069,,ENST00000820905
62070,NM_001363610,ENST00000376894
62071,NM_001287750,ENST00000710779
62072,NM_001142293,ENST00000437119
62073,,ENST00000820906
62074,,ENST00000560798
62075,,ENST00000529608
62076,NM_001330701,ENST00000357081
62077,,ENST00000820907
62078,,ENST00000598823
62079,,ENST00000583325
62080,,ENST00000558667
62081,,ENST00000354286
62082,,ENST00000821102
62083,,ENST00000468996
62084,,ENST00000579112
62085,,ENST00000821103
62086,,ENST00000821104
62087,,ENST00000417833
62088,NM_001256644,ENST00000413268
62089,NM_001414265,ENST00000413268
62090,,ENST00000821121
62091,,ENST00000489215
62092,NM_001287745,ENST00000710780
62093,NM_001287747,ENST00000710780
62094,,ENST00000526650
62095,,ENST00000533370
62096,,ENST00000579899
62097,,ENST00000821122
62098,,ENST00000469353
62099,NM_001286717,ENST00000628899
62100,,ENST00000453516
62101,,ENST00000598397
62102,,ENST00000688929
62103,,ENST00000558780
62104,,ENST00000821123
62105,NM_003243,ENST00000212355
62106,,ENST00000821124
62107,,ENST00000485809
62108,,ENST00000596757
62109,,ENST00000821125
62110,,ENST00000428843
62111,,ENST00000821126
62112,,ENST00000821127
62113,,ENST00000420717
62114,NM_001287749,ENST00000710781
62115,,ENST00000454099
62116,NM_001410955,ENST00000526325
62117,,ENST00000821128
62118,,ENST00000595233
62119,,ENST00000455561
62120,,ENST00000489265
62121,,ENST00000446654
62122,NM_001287756,ENST00000647069
62123,,ENST00000821230
62124,,ENST00000710782
62125,,ENST00000483617
62126,,ENST00000603401
62127,,ENST00000710783
62128,,ENST00000821320
62129,,ENST00000435208
62130,,ENST00000479295
62131,,ENST00000433774
62132,,ENST00000710784
62133,,ENST00000821321
